,project_websummary,project_title,project_no,project_website,year_of_finance,lead_partner_country,type_of_beneficiary,country,themes,keywords,habitats,species,base_url,project_url,project_id,Unnamed: 0_x,area_code,area_name,area_type,postcode,clean_postcode,id,latitude,longitude,Unnamed: 0_y,coordinator,total_budget,eu_contribution,background
179,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,302.0,UK0012884,Corsydd Môn/ Anglesey Fens,SCI,LL77 7UT,LL77 7UT,883358,53.318744,-4.31162,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
180,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,297.0,UK9009101,Minsmere-Walberswick,SPA,IP18 6UT,IP18 6UT,1017800,52.315664,1.637595,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
181,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,300.0,UK0012809,Minsmere to Walberswick Heaths and Marshes,SCI,IP17 3DJ,IP17 3DJ,1018162,52.25270248566179,1.62707442188392,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
182,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,295.0,UK9005091,Leighton Moss,SPA,LA5 0SW,LA5 0SW,930319,54.1682351888244,-2.80246204070201,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
183,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,301.0,UK0012883,Holme Moor and Clean Moor,SCI,TA4 1NH,TA4 1NH,213831,51.02225122898379,-3.29511733564297,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
184,index.cfm?fuseaction=search.dspPage&n_proj_id=119,Bittern - Urgent action for the Bittern (Botaurus stellaris) in the UK,LIFE96 NAT/UK/003057,"http://www.bitterns.org.uk,",1996,UK,NGO-Foundation,United Kingdom,Species ~ Birds /,emergency plan / endangered species / land purchase / protected area / public-private partnership / restoration measure /,Alkaline fens / Coastal lagoons / Natural eutrophic lakes with Magnopotamion or Hydrocharition - type vegetation /,Botaurus stellaris /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=119,119,304.0,UK0014782,Fenland,SCI,CB7 5XP,CB7 5XP,1484390,52.311977768392204,0.294465321368386,184,Royal Society for the Protection of Birds,3756072.64,1878036.31,"Bitterns (Botaurus stellaris) in Europe have declined dramatically during the last century. Habitat loss and deterioration - especially the reduction in Phragmites reedbeds and similar marshlands which are favoured by this large but secretive bird - are among the chief reasons for its general demise, and for its inclusion in Annex I of the Birds Directive. The recent trend to abandon traditional reed management has contributed to the present situation where the haunting, low, booming call of territorial male bitterns is no longer heard, or is heard less frequently, in many lowland wetlands of north-west Europe.

In the UK, where the breeding population has dropped from a mid-1950s peak of around 80 booming males to 16 in 1994, the RSPB has prepared a recovery plan for bitterns. This project aimed to take key elements of this plan and put them into action so as to safeguard and enhance core areas of UK bittern habitat.

To improve the conservation status of this species in Britain, the project would expand the available breeding habitat and improve habitat quality at 13 sites, mostly in East Anglia - the species' current stronghold - and at one outlying site in north-west England. This would be done in partnership with wetland management agencies in both the public and private sectors.

Activities would specifically protect and enhance reedbed habitats; restore degraded reedbed habitats; and create new reedbeds adjacent to existing areas of this habitat. The expected result would be to provide suitable habitat in Britain to support a bittern population that is 2-3 times higher than at present, although it might take longer than the life of the project before the birds take up residence in their improved habitats. Finally, lessons learnt from this project would be shared with other relevant organisations across the EU to assist the implementation of the European bittern action plan."
185,index.cfm?fuseaction=search.dspPage&n_proj_id=5345,MoorLIFE2020 - MoorLIFE 2020,LIFE14 NAT/UK/000070,"http://www.moorsforthefuture.org.uk/moorlife2020,",2014,UK,Park-Reserve authority,United Kingdom,Habitats ~ Bogs and Mires /,erosion control / water monitoring / wetland /,Blanket bogs (* if active bog) / European dry heaths / Northern Atlantic wet heaths with Erica tetralix / Old sessile oak woods with Ilex and Blechnum in the British Isles / Transition mires and quaking bogs /,None or non applicable /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5345,5345,57.0,UK0030280,South Pennine Moors,SCI,S33 0BB,S33 0BB,445488,53.421330629536506,-1.7536820217596498,22,Peak District National Park Authority,15996416.0,11984887.0,"The South Pennine Moors’ Natura 2000 site is important for the EU priority habitat, active blanket bog. The conservation status of the site has, over the years, been unfavourable and under threat due to almost two centuries of heavy sulphate and nitrate pollution, leading to the destruction or severe depletion of the essential sphagnum cover of these moors. Fire damage has thus led to extreme levels of erosion that are now so widespread that not only is it difficult for sphagnum to become re-established but even those areas which have managed to retain sphagnum cover remain under continued threat of further erosion and new fires."
186,index.cfm?fuseaction=search.dspPage&n_proj_id=3539,MoorLIFE - MoorLIFE: Active blanket bog restoration in the South Pennine Moors,LIFE08 NAT/UK/000202,"http://www.moorsforthefuture.org.uk/moorlife ,",2008,UK,NGO-Foundation,United Kingdom,Habitats ~ Bogs and Mires /,protected area / restoration measure / soil erosion /,Blanket bogs (* if active bog) /,None or non applicable /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=3539,3539,146.0,UK9007021,Peak District Moors (South Pennine Moors Phase 1),SPA,S33 0BB,S33 0BB,445488,53.421330629536506,-1.7536820217596498,68,Peak District National Park Authority,6690856.0,5018142.0,"The South Pennine Moors are a special area of conservation (SAC) included in the Natura 2000 network. This site is important for active blanket bog and represents the most south-easterly occurrence of the habitat in Europe. It also forms part of two SPAs (Special Protection Areas according to the Birds Directive) whose Annex 1 species, including golden plover, dunlin, short-eared owl and merlin, are dependent on blanket bog for breeding and/or feeding. The conservation status of the site is under threat due to almost two centuries of heavy sulphate and nitrate pollution, leading to the destruction or severe depletion of the essential sphagnum moss cover of these moors. Consequently, fire damage has led to more extreme levels of erosion than if the moorlands had remained sphagnum-rich. Erosion is so widespread that it is difficult for sphagnum to become re-established, while even areas retaining sphagnum cover remain under continued threat of further erosion and fires. The restoration of favourable moorland conditions therefore depends on the re-establishment of a sphagnum-rich bog surface."
187,index.cfm?fuseaction=search.dspPage&n_proj_id=3539,MoorLIFE - MoorLIFE: Active blanket bog restoration in the South Pennine Moors,LIFE08 NAT/UK/000202,"http://www.moorsforthefuture.org.uk/moorlife ,",2008,UK,NGO-Foundation,United Kingdom,Habitats ~ Bogs and Mires /,protected area / restoration measure / soil erosion /,Blanket bogs (* if active bog) /,None or non applicable /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=3539,3539,148.0,UK0030280,South Pennine Moors,SCI,S33 0BB,S33 0BB,445488,53.421330629536506,-1.7536820217596498,68,Peak District National Park Authority,6690856.0,5018142.0,"The South Pennine Moors are a special area of conservation (SAC) included in the Natura 2000 network. This site is important for active blanket bog and represents the most south-easterly occurrence of the habitat in Europe. It also forms part of two SPAs (Special Protection Areas according to the Birds Directive) whose Annex 1 species, including golden plover, dunlin, short-eared owl and merlin, are dependent on blanket bog for breeding and/or feeding. The conservation status of the site is under threat due to almost two centuries of heavy sulphate and nitrate pollution, leading to the destruction or severe depletion of the essential sphagnum moss cover of these moors. Consequently, fire damage has led to more extreme levels of erosion than if the moorlands had remained sphagnum-rich. Erosion is so widespread that it is difficult for sphagnum to become re-established, while even areas retaining sphagnum cover remain under continued threat of further erosion and fires. The restoration of favourable moorland conditions therefore depends on the re-establishment of a sphagnum-rich bog surface."
188,index.cfm?fuseaction=search.dspPage&n_proj_id=3539,MoorLIFE - MoorLIFE: Active blanket bog restoration in the South Pennine Moors,LIFE08 NAT/UK/000202,"http://www.moorsforthefuture.org.uk/moorlife ,",2008,UK,NGO-Foundation,United Kingdom,Habitats ~ Bogs and Mires /,protected area / restoration measure / soil erosion /,Blanket bogs (* if active bog) /,None or non applicable /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=3539,3539,147.0,UK9007022,South Pennine Moors Phase 2,SPA,HX7 7AT,HX7 7AT,1031433,53.780322,-2.069072,68,Peak District National Park Authority,6690856.0,5018142.0,"The South Pennine Moors are a special area of conservation (SAC) included in the Natura 2000 network. This site is important for active blanket bog and represents the most south-easterly occurrence of the habitat in Europe. It also forms part of two SPAs (Special Protection Areas according to the Birds Directive) whose Annex 1 species, including golden plover, dunlin, short-eared owl and merlin, are dependent on blanket bog for breeding and/or feeding. The conservation status of the site is under threat due to almost two centuries of heavy sulphate and nitrate pollution, leading to the destruction or severe depletion of the essential sphagnum moss cover of these moors. Consequently, fire damage has led to more extreme levels of erosion than if the moorlands had remained sphagnum-rich. Erosion is so widespread that it is difficult for sphagnum to become re-established, while even areas retaining sphagnum cover remain under continued threat of further erosion and fires. The restoration of favourable moorland conditions therefore depends on the re-establishment of a sphagnum-rich bog surface."
189,index.cfm?fuseaction=search.dspPage&n_proj_id=65,South Pennine Moors - South Pennine Moors  - An Integrated Management Strategy and Conservation Action Programme,LIFE95 NAT/UK/000824,,1995,UK,Park-Reserve authority,United Kingdom,Species ~ Birds /,environmental impact of agriculture / environmental impact of recreation / integrated management / management plan / protected area / quarry /,Specific (i.e.for technical reasons or specific issue) /,Anser albifrons flavirostris / Falco columbarius / Falco peregrinus / Pluvialis apricaria /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=65,65,327.0,UK9007021,Peak District Moors (South Pennine Moors Phase 1),SPA,S33 0BB,S33 0BB,445488,53.421330629536506,-1.7536820217596498,197,Standing Conference of South Pennine Authorities (SCOSPA),829000.0,248700.0,"The South Pennine Moors support an important community of breeding birds, including four species of European importance under the Birds Directive – merlin (Falco columbari), peregrine falcon (Falco peregrinus), golden plover (Pluvialis apricaria) and short-eared owl (Asio flammeus). The windswept moorlands are the southernmost nesting grounds for many of the characteristic species, including an important population of twite (Acanthis flavirostris). Lying between two national parks and within easy access to 12 million people in the conurbations of Manchester, Leeds, Bradford and other major industrial towns, the chief threat to the moors is the absence of co-ordinated strategic management. Thus, a host of pressures from increased recreational use to agricultural land use changes and development proposals including wind power generation, are at present tackled without the benefit of a broad strategy and guiding principles to take account of the nature conservation importance of the area, and implications for the breeding bird populations in particular."
190,index.cfm?fuseaction=search.dspPage&n_proj_id=65,South Pennine Moors - South Pennine Moors  - An Integrated Management Strategy and Conservation Action Programme,LIFE95 NAT/UK/000824,,1995,UK,Park-Reserve authority,United Kingdom,Species ~ Birds /,environmental impact of agriculture / environmental impact of recreation / integrated management / management plan / protected area / quarry /,Specific (i.e.for technical reasons or specific issue) /,Anser albifrons flavirostris / Falco columbarius / Falco peregrinus / Pluvialis apricaria /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=65,65,329.0,UK0030280,South Pennine Moors,SCI,S33 0BB,S33 0BB,445488,53.421330629536506,-1.7536820217596498,197,Standing Conference of South Pennine Authorities (SCOSPA),829000.0,248700.0,"The South Pennine Moors support an important community of breeding birds, including four species of European importance under the Birds Directive – merlin (Falco columbari), peregrine falcon (Falco peregrinus), golden plover (Pluvialis apricaria) and short-eared owl (Asio flammeus). The windswept moorlands are the southernmost nesting grounds for many of the characteristic species, including an important population of twite (Acanthis flavirostris). Lying between two national parks and within easy access to 12 million people in the conurbations of Manchester, Leeds, Bradford and other major industrial towns, the chief threat to the moors is the absence of co-ordinated strategic management. Thus, a host of pressures from increased recreational use to agricultural land use changes and development proposals including wind power generation, are at present tackled without the benefit of a broad strategy and guiding principles to take account of the nature conservation importance of the area, and implications for the breeding bird populations in particular."
191,index.cfm?fuseaction=search.dspPage&n_proj_id=65,South Pennine Moors - South Pennine Moors  - An Integrated Management Strategy and Conservation Action Programme,LIFE95 NAT/UK/000824,,1995,UK,Park-Reserve authority,United Kingdom,Species ~ Birds /,environmental impact of agriculture / environmental impact of recreation / integrated management / management plan / protected area / quarry /,Specific (i.e.for technical reasons or specific issue) /,Anser albifrons flavirostris / Falco columbarius / Falco peregrinus / Pluvialis apricaria /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=65,65,328.0,UK9007022,South Pennine Moors Phase 2,SPA,HX7 7AT,HX7 7AT,1031433,53.780322,-2.069072,197,Standing Conference of South Pennine Authorities (SCOSPA),829000.0,248700.0,"The South Pennine Moors support an important community of breeding birds, including four species of European importance under the Birds Directive – merlin (Falco columbari), peregrine falcon (Falco peregrinus), golden plover (Pluvialis apricaria) and short-eared owl (Asio flammeus). The windswept moorlands are the southernmost nesting grounds for many of the characteristic species, including an important population of twite (Acanthis flavirostris). Lying between two national parks and within easy access to 12 million people in the conurbations of Manchester, Leeds, Bradford and other major industrial towns, the chief threat to the moors is the absence of co-ordinated strategic management. Thus, a host of pressures from increased recreational use to agricultural land use changes and development proposals including wind power generation, are at present tackled without the benefit of a broad strategy and guiding principles to take account of the nature conservation importance of the area, and implications for the breeding bird populations in particular."
192,index.cfm?fuseaction=search.dspPage&n_proj_id=5346,LIFE14 Roseate Tern - Improving the conservation prospects of the priority species roseate tern throughout its range in the UK and Ireland,LIFE14 NAT/UK/000394,"http://www.roseatetern.org/,",2014,UK,NGO-Foundation,United Kingdom,Climate change Adaptation ~ Natural resources and ecosystems / Habitats ~ Coastal / Species ~ Birds /,coast protection / coastal area / island / management plan / migratory species / restoration measure /,Non applicable (i.e.species project) /,Sterna dougallii /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5346,5346,58.0,UK9004171,Forth Islands,SPA,EH39 5EX,EH39 5EX,2585414,56.05985,-2.801892,23,The Royal Society for the Protection of Birds,3229020.0,2421765.0,"Listed in Annex I of the Birds Directive, the roseate tern (<i>Sterna dougallii</i>) is classed as ‘Rare in Europe’ by BirdLife International and is a Species of European Conservation Concern. It breeds in just two areas of Europe, namely the Azores and the far northwest. The northwest metapopulation is spread across a small number of sites in France, Ireland and the UK; the French sites have recently been targeted by a LIFE project (LIFE05 NAT/F/137), and this new project was designed to build on the previous one."
193,index.cfm?fuseaction=search.dspPage&n_proj_id=5346,LIFE14 Roseate Tern - Improving the conservation prospects of the priority species roseate tern throughout its range in the UK and Ireland,LIFE14 NAT/UK/000394,"http://www.roseatetern.org/,",2014,UK,NGO-Foundation,United Kingdom,Climate change Adaptation ~ Natural resources and ecosystems / Habitats ~ Coastal / Species ~ Birds /,coast protection / coastal area / island / management plan / migratory species / restoration measure /,Non applicable (i.e.species project) /,Sterna dougallii /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5346,5346,59.0,UK9006031,Coquet Island,SPA,NE65 0JS,NE65 0JS,729045,55.31962571819761,-1.5509218447164,23,The Royal Society for the Protection of Birds,3229020.0,2421765.0,"Listed in Annex I of the Birds Directive, the roseate tern (<i>Sterna dougallii</i>) is classed as ‘Rare in Europe’ by BirdLife International and is a Species of European Conservation Concern. It breeds in just two areas of Europe, namely the Azores and the far northwest. The northwest metapopulation is spread across a small number of sites in France, Ireland and the UK; the French sites have recently been targeted by a LIFE project (LIFE05 NAT/F/137), and this new project was designed to build on the previous one."
194,index.cfm?fuseaction=search.dspPage&n_proj_id=5346,LIFE14 Roseate Tern - Improving the conservation prospects of the priority species roseate tern throughout its range in the UK and Ireland,LIFE14 NAT/UK/000394,"http://www.roseatetern.org/,",2014,UK,NGO-Foundation,United Kingdom,Climate change Adaptation ~ Natural resources and ecosystems / Habitats ~ Coastal / Species ~ Birds /,coast protection / coastal area / island / management plan / migratory species / restoration measure /,Non applicable (i.e.species project) /,Sterna dougallii /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5346,5346,60.0,UK9011061,Solent and Southampton Water,SPA,SO41 8AE,SO41 8AE,306567,50.7454420101027,-1.53497579089179,23,The Royal Society for the Protection of Birds,3229020.0,2421765.0,"Listed in Annex I of the Birds Directive, the roseate tern (<i>Sterna dougallii</i>) is classed as ‘Rare in Europe’ by BirdLife International and is a Species of European Conservation Concern. It breeds in just two areas of Europe, namely the Azores and the far northwest. The northwest metapopulation is spread across a small number of sites in France, Ireland and the UK; the French sites have recently been targeted by a LIFE project (LIFE05 NAT/F/137), and this new project was designed to build on the previous one."
195,index.cfm?fuseaction=search.dspPage&n_proj_id=5346,LIFE14 Roseate Tern - Improving the conservation prospects of the priority species roseate tern throughout its range in the UK and Ireland,LIFE14 NAT/UK/000394,"http://www.roseatetern.org/,",2014,UK,NGO-Foundation,United Kingdom,Climate change Adaptation ~ Natural resources and ecosystems / Habitats ~ Coastal / Species ~ Birds /,coast protection / coastal area / island / management plan / migratory species / restoration measure /,Non applicable (i.e.species project) /,Sterna dougallii /,http://ec.europa.eu/environment/life/project/Projects/,http://ec.europa.eu/environment/life/project/Projects/index.cfm?fuseaction=search.dspPage&n_proj_id=5346,5346,61.0,UK9020042,Larne Lough,SPA,BT40 3HY,BT40 3HY,1697545,54.802219,-5.748788,23,The Royal Society for the Protection of Birds,3229020.0,2421765.0,"Listed in Annex I of the Birds Directive, the roseate tern (<i>Sterna dougallii</i>) is classed as ‘Rare in Europe’ by BirdLife International and is a Species of European Conservation Concern. It breeds in just two areas of Europe, namely the Azores and the far northwest. The northwest metapopulation is spread across a small number of sites in France, Ireland and the UK; the French sites have recently been targeted by a LIFE project (LIFE05 NAT/F/137), and this new project was designed to build on the previous one."
